frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,343680.195477,343680.104183,343680.104183,343680.104183,343680.104183,343680.104183
128,584192.573343,584607.486542,584608.342509,584608.342509,584608.342509,584607.486542
32768,738863.885450,751855.828524,752591.901483,752591.901483,752591.901483,752591.901483
4,741830.095204,741830.095204,741830.095204,741830.095204,741830.095204,741830.095204
256,1208692.913526,1208692.913526,1208692.913526,1208692.913526,1208692.913526,1208692.913526
32,1018217.042325,1018217.042325,1018217.042325,1018217.042325,1018217.042325,1018217.042325
8,861703.141072,861635.156781,861635.156781,861635.156781,861635.156781,861635.156781
64,1137908.498771,1142783.510533,1142783.510533,1142783.510533,1142801.092740,1142783.510533
16,1040132.712363,1040112.479714,1040112.479714,1040112.479714,1040132.712363,1040112.479714
65536,2035290.063135,2073361.754658,2073361.755695,2073361.726726,2073362.277241,2073361.755695
512,1047582.838803,1056501.670692,1056501.670692,1056501.670692,1056501.670692,1056501.670692
2048,1077430.434311,1084647.502216,1084647.502216,1084647.502216,1084647.502216,1084647.502216
1024,1162065.747797,1169295.499683,1169295.499683,1169295.499683,1169295.499683,1169295.499683
16384,1527348.370606,1527348.370606,1527348.370606,1527348.370606,1527348.370606,1527348.370606
4096,1920214.523387,1921939.107231,1921939.107231,1921939.107231,1921939.107231,1921939.107231
8192,1713944.750770,1720477.232783,1720477.232783,1720477.232783,1720477.232783,1720477.232783
