frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32768,176095.581353,175804.726578,175800.084977,175800.083774,175574.486834,175800.084977
4,664012.597107,669575.875444,669575.875444,669575.875444,669575.875444,669575.875444
2,342371.096276,342961.481973,342961.481973,342961.481973,342961.481973,342961.481973
2048,929954.372247,930446.206944,934103.511542,934103.511542,934108.318432,934102.173213
8,843405.787768,853599.191896,853599.191896,853599.191896,853599.191896,853599.191896
512,1054090.033051,1054074.851430,1057842.338511,1057842.338511,1057842.338511,1057827.210743
128,984857.823148,1014333.785621,1014335.923781,1014335.923781,1014282.358827,1014333.785621
16,804412.647547,809434.547272,809434.547272,809434.547272,809434.547272,809434.547272
8192,1428058.077912,1446220.950904,1446499.849687,1446499.849687,1446499.849687,1446499.849687
4096,1059198.331152,1068876.420705,1079326.299674,1079326.299674,1079326.299674,1079326.299674
64,1069780.033013,1080722.950090,1080722.950090,1080722.950090,1080722.950090,1080722.950090
32,1055532.736022,1056415.733447,1056415.733447,1056415.733447,1056415.733447,1056415.733447
256,1273709.844165,1286387.313053,1291178.261404,1291178.261404,1291178.261404,1291178.261404
1024,1491263.156519,1495131.729598,1512276.259783,1512267.279007,1512142.943253,1512276.259783
16384,1216161.675600,1254501.798225,1258921.809374,1258925.659055,1258925.659055,1258921.791228
65536,3208973.925931,3246546.635708,3265890.758876,3266025.969347,3266025.969347,3265899.631408
