frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,270092.657908,269809.705891,269809.705891,269809.705891,269809.705891,269809.705891
4,380322.092689,380322.092689,380322.092689,380322.092689,380322.092689,380322.092689
16,468803.037884,468662.358621,468662.358621,468662.358621,468662.358621,468662.358621
32768,783652.120808,787268.782382,787268.782382,787268.782382,787268.782382,787268.782382
8,771366.787355,773866.188208,773866.188208,773866.188208,773870.617969,773866.188208
32,778432.552815,778485.652639,778485.652639,778485.652639,778508.336905,778485.652639
8192,945954.473175,960610.826834,960610.826834,960610.826834,960610.826834,960610.826834
128,933228.236918,938264.351569,938264.351569,938313.732492,938313.732492,938264.351569
64,1119617.451261,1123064.607695,1123064.607695,1123064.607695,1123064.607695,1123064.607695
256,965488.455705,967046.779642,967046.779642,967046.779642,967046.779642,967046.779642
2048,1281192.238131,1284712.873919,1284712.873919,1284712.873919,1284712.873919,1284712.873919
512,832366.148533,833150.350952,833150.350952,833150.350952,833150.350952,833150.350952
1024,1202422.879106,1202422.879106,1202422.879106,1202422.879106,1202422.879106,1202422.879106
4096,1539067.698021,1565637.876420,1566605.162846,1566605.162846,1566605.162846,1566605.162846
16384,1908137.856967,1935376.854328,1935376.854328,1935376.854328,1935376.854328,1935376.820389
65536,2279991.852431,2279991.852431,2279991.852431,2279991.852431,2279991.852431,2279991.852431
