frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,305859.455600,18504.000000,0.000000
4,1005254.488450,35905.000000,0.000000
8,647552.881767,25672.000000,0.000000
16,824879.611162,25969.000000,0.000000
32,1916629.429135,72460.000000,0.000000
64,2804769.188493,101807.000000,0.000000
128,2727237.871040,93143.000000,0.000000
256,2708517.111857,95404.000000,0.000000
512,2486308.458227,94673.000000,0.000000
1024,2989461.337916,100132.000000,0.000000
2048,3185916.723097,112896.000000,0.000000
4096,1897715.177777,49392.000000,0.000000
8192,3398543.757521,109328.000000,0.000000
16384,1977598.452227,79760.000000,0.000000
32768,6292470.989763,165486.000000,0.000000
65536,2055132.762747,88027.000000,0.000000
