frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1050402.282098,36021.000000,0.000000
4,1602163.479666,57320.000000,0.000000
8,1525538.033372,64515.000000,0.000000
16,1619777.039731,69569.000000,0.000000
32,2045996.134774,74850.000000,0.000000
64,2688536.327618,114740.000000,0.000000
128,2370987.222686,86718.000000,0.000000
256,2282088.010876,76456.000000,0.000000
512,3114469.762525,108003.000000,0.000000
1024,2180260.091185,82154.000000,0.000000
2048,2197693.710002,78186.000000,0.000000
4096,2561438.463341,102009.000000,0.000000
8192,2266183.553406,79229.000000,0.000000
16384,2145625.226725,71037.000000,0.000000
32768,1347858.243585,51748.000000,0.000000
65536,3917902.570838,129891.000000,0.000000
