frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,770617.422787,29268.000000,0.000000
4,1585329.357537,61349.000000,0.000000
8,1154550.578387,42758.000000,0.000000
16,1579792.388337,63000.000000,0.000000
32,2197093.661543,81624.000000,0.000000
64,2965516.869865,96161.000000,0.000000
128,2157112.845188,74692.000000,0.000000
256,3044760.538739,104379.000000,0.000000
512,2260098.688226,83573.000000,0.000000
1024,3995976.517621,130829.000000,0.000000
2048,3932561.342801,124310.000000,0.000000
4096,2101298.821363,78467.000000,0.000000
8192,5235774.349067,168416.000000,0.000000
16384,5492878.840485,185948.000000,0.000000
32768,2227209.420365,87116.000000,0.000000
65536,5176269.610505,142352.000000,0.000000
