frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1482307.927885,50198.000000,0.000000
4,1713385.150030,61108.000000,0.000000
8,337542.634278,12806.000000,0.000000
16,852159.470360,31239.000000,0.000000
32,1451266.544216,58245.000000,0.000000
64,2250170.139285,91463.000000,0.000000
128,2653534.718448,104118.000000,0.000000
256,2403375.799929,86568.000000,0.000000
512,2380582.311248,100711.000000,0.000000
1024,2961844.957454,119995.000000,0.000000
2048,3567836.992816,134102.000000,0.000000
4096,3278863.687566,113114.000000,0.000000
8192,2599869.867506,100691.000000,0.000000
16384,4749550.243093,161737.000000,0.000000
32768,3551527.627048,110789.000000,0.000000
65536,6106932.495565,184138.000000,0.000000
