frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1065322.541027,46437.000000,0.000000
4,636479.399858,22360.000000,0.000000
8,668151.805775,30627.000000,0.000000
16,1624250.066633,49856.000000,0.000000
32,1542405.659994,61739.000000,0.000000
64,1838804.310895,70775.000000,0.000000
128,2810677.927577,104614.000000,0.000000
256,2496920.153136,87578.000000,0.000000
512,2722571.993499,97015.000000,0.000000
1024,3479658.230608,114143.000000,0.000000
2048,2092899.325524,78145.000000,0.000000
4096,3332626.166238,118214.000000,0.000000
8192,1198932.649593,49895.000000,0.000000
16384,5181443.363039,142119.000000,0.000000
32768,3541339.668210,114672.000000,0.000000
65536,4131671.519893,119718.000000,0.000000
