frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,2052785.185293,83146.000000,0.000000
4,1581734.122060,69063.000000,0.000000
8,1058453.166523,53536.000000,0.000000
16,1352102.877699,54573.000000,0.000000
32,1074058.758676,48797.000000,0.000000
64,2481242.465258,94267.000000,0.000000
128,2682068.517046,94481.000000,0.000000
256,2438274.542601,101593.000000,0.000000
512,2489064.513737,113608.000000,0.000000
1024,2855863.253198,106505.000000,0.000000
2048,2258688.528949,99600.000000,0.000000
4096,3222992.102154,129701.000000,0.000000
8192,3973696.249702,146304.000000,0.000000
16384,5339200.303655,178449.000000,0.000000
32768,7053149.713993,213187.000000,0.000000
65536,1380802.051136,65389.000000,0.000000
