frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1280106.718731,41716.000000,0.000000
4,1069588.548641,34526.000000,0.000000
8,1588259.398866,56644.000000,0.000000
16,1453045.679669,41558.000000,0.000000
32,1624315.903310,63929.000000,0.000000
64,3084208.471500,94211.000000,0.000000
128,1905483.131391,57647.000000,0.000000
256,3448133.149498,113505.000000,0.000000
512,1810869.248244,80736.000000,0.000000
1024,2650163.848219,97410.000000,0.000000
2048,2995016.817711,98184.000000,0.000000
4096,4895365.583671,156722.000000,0.000000
8192,2728290.224404,75870.000000,0.000000
16384,1955696.226551,56127.000000,0.000000
32768,5574731.039204,134377.000000,0.000000
65536,2713009.077878,91592.000000,0.000000
