frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1020541.678975,47040.000000,0.000000
4,1300060.028548,46410.000000,0.000000
8,1320050.009854,32646.000000,0.000000
16,1386950.911956,44105.000000,0.000000
32,983421.546330,42853.000000,0.000000
64,1810095.752344,74102.000000,0.000000
128,2852284.393843,84257.000000,0.000000
256,1665887.470018,66133.000000,0.000000
512,3783077.077644,110977.000000,0.000000
1024,3542727.448160,98328.000000,0.000000
2048,2033161.991030,65661.000000,0.000000
4096,3744365.283004,121606.000000,0.000000
8192,4375641.853693,133599.000000,0.000000
16384,1132226.733688,51625.000000,0.000000
32768,3193911.308129,114294.000000,0.000000
65536,189299.436489,9018.000000,0.000000
