frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1119082.074599,50902.000000,0.000000
4,1349367.025005,57671.000000,0.000000
8,1528042.861449,58430.000000,0.000000
16,1143233.213502,46936.000000,0.000000
32,1534498.263337,57467.000000,0.000000
64,2844987.444291,100533.000000,0.000000
128,2460938.251407,89617.000000,0.000000
256,2527194.099874,89883.000000,0.000000
512,2024489.911199,81432.000000,0.000000
1024,3702240.663711,142557.000000,0.000000
2048,2012688.400882,72395.000000,0.000000
4096,2042958.558546,76548.000000,0.000000
8192,3241192.313498,118821.000000,0.000000
16384,737803.585393,30686.000000,0.000000
32768,969283.912627,36203.000000,0.000000
65536,4270405.168661,118227.000000,0.000000
