frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1725255.542853,63460.000000,0.000000
4,1321563.294269,46457.000000,0.000000
8,1342395.945370,63119.000000,0.000000
16,1996268.460183,81731.000000,0.000000
32,2417249.656180,85784.000000,0.000000
64,2601725.801522,102810.000000,0.000000
128,2554699.652003,89365.000000,0.000000
256,2931348.504364,102457.000000,0.000000
512,2849948.327495,118818.000000,0.000000
1024,2392439.887312,89176.000000,0.000000
2048,2775870.573799,91114.000000,0.000000
4096,3084650.276236,109324.000000,0.000000
8192,877116.996086,40998.000000,0.000000
16384,1324594.426139,50588.000000,0.000000
32768,4579486.309259,167001.000000,0.000000
65536,1636383.627945,80614.000000,0.000000
