frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1821707.724452,70381.000000,0.000000
4,1346674.210934,55422.000000,0.000000
8,1336401.791027,52623.000000,0.000000
16,1305029.091847,52416.000000,0.000000
32,1877021.504804,73193.000000,0.000000
64,1881966.981194,67362.000000,0.000000
128,2605960.235751,76724.000000,0.000000
256,2953568.673512,85850.000000,0.000000
512,2334432.776940,85164.000000,0.000000
1024,4071276.438178,132831.000000,0.000000
2048,4285173.448871,141904.000000,0.000000
4096,4329687.171073,120095.000000,0.000000
8192,1353896.258640,49703.000000,0.000000
16384,3808534.681539,106880.000000,0.000000
32768,2757719.111879,82248.000000,0.000000
65536,3208698.320029,99587.000000,0.000000
