frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,803928.690377,34279.000000,0.000000
4,1133567.958716,55983.000000,0.000000
8,1176912.101821,51887.000000,0.000000
16,1930258.961361,77413.000000,0.000000
32,2201967.392532,79112.000000,0.000000
64,2344853.098947,90366.000000,0.000000
128,2459083.558483,93830.000000,0.000000
256,2893564.835807,119786.000000,0.000000
512,2794103.848025,109824.000000,0.000000
1024,1866576.416221,74597.000000,0.000000
2048,2461620.922473,95450.000000,0.000000
4096,3210650.659601,123127.000000,0.000000
8192,3945167.533693,150658.000000,0.000000
16384,5311011.912499,167324.000000,0.000000
32768,1214693.698148,47849.000000,0.000000
65536,2962238.985710,110528.000000,0.000000
