frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,820685.607181,35417.000000,0.000000
4,609114.458446,21214.000000,0.000000
8,1508094.248483,63311.000000,0.000000
16,1996914.191507,74238.000000,0.000000
32,3004383.455945,109565.000000,0.000000
64,1823838.680536,72836.000000,0.000000
128,2477615.223766,90554.000000,0.000000
256,3368012.850248,111961.000000,0.000000
512,1809715.586646,64581.000000,0.000000
1024,2448324.272238,92806.000000,0.000000
2048,2721270.155810,89292.000000,0.000000
4096,2935582.833285,84979.000000,0.000000
8192,3967616.568464,121153.000000,0.000000
16384,1033874.864850,52722.000000,0.000000
32768,2640692.139839,88273.000000,0.000000
65536,6284567.953045,160729.000000,0.000000
