frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1337730.668760,49214.000000,0.000000
4,1731151.156195,71054.000000,0.000000
8,1024185.156975,40377.000000,0.000000
16,1764571.216465,72333.000000,0.000000
32,1629556.565196,66424.000000,0.000000
64,2125696.708258,88444.000000,0.000000
128,2435284.340609,98215.000000,0.000000
256,1495536.350203,51661.000000,0.000000
512,2935500.848815,110108.000000,0.000000
1024,1720486.715659,58226.000000,0.000000
2048,2827965.280046,109452.000000,0.000000
4096,2399173.983219,102508.000000,0.000000
8192,2413167.670669,88253.000000,0.000000
16384,1536545.417837,59140.000000,0.000000
32768,2029834.494670,75879.000000,0.000000
65536,2183431.838037,95974.000000,0.000000
