frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,826060.447702,42564.000000,0.000000
4,753047.148521,32238.000000,0.000000
8,1331219.346700,49079.000000,0.000000
16,1981545.544210,74891.000000,0.000000
32,1557874.329953,58576.000000,0.000000
64,2474256.121281,80070.000000,0.000000
128,2007437.387994,73697.000000,0.000000
256,2644209.557052,89735.000000,0.000000
512,2513327.139490,98135.000000,0.000000
1024,2858262.202680,101580.000000,0.000000
2048,2367067.399872,77001.000000,0.000000
4096,3069468.284465,130812.000000,0.000000
8192,2319153.245980,74452.000000,0.000000
16384,3892405.154718,153454.000000,0.000000
32768,2004779.276553,86810.000000,0.000000
65536,8569830.261573,219936.000000,0.000000
