frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,842686.973038,35726.000000,0.000000
4,1400954.416442,49032.000000,0.000000
8,1323186.085527,53238.000000,0.000000
16,871714.771939,40715.000000,0.000000
32,1334363.350934,57235.000000,0.000000
64,2094201.251693,78624.000000,0.000000
128,2967676.420296,104698.000000,0.000000
256,2339968.406799,85545.000000,0.000000
512,2260670.407244,79480.000000,0.000000
1024,2229435.866681,82865.000000,0.000000
2048,1277575.038921,57416.000000,0.000000
4096,3575546.541285,122754.000000,0.000000
8192,2000661.203455,59624.000000,0.000000
16384,2802538.682940,92804.000000,0.000000
32768,5810364.358641,204346.000000,0.000000
65536,7882793.201339,176277.000000,0.000000
