arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,RMLFQ_Dy/SRPT,PRMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,BAL/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ/FCFS,RMLFQ_Dy/FCFS,PRMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,BAL/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_Dy_L2_Norm/SRPT_L2_Norm,PRMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,BAL_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_Dy_L2_Norm/FCFS_L2_Norm,PRMLFQ_L2_Norm/FCFS_L2_Norm,SETF_L2_Norm/FCFS_L2_Norm,SRPT_L2_Norm/FCFS_L2_Norm,BAL_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/RR_L2_Norm,RMLFQ_L2_Norm/RMLFQ_Dy_L2_Norm,RMLFQ_L2_avg/BAL_L2_Norm_avg,RMLFQ_L2_Norm/BAL_L2_Norm
20,"{'L': 16.772, 'H': 64}",1.000004803282359,2.806071448575668,3.695909413251403,3.5349346149333654,2.827054676093931,3.635252276018737,1.000004803282359,1.7435507283651193,1.076728988660625,0.573545000448617,1.6094005198270576,2.1197601842746256,2.027434336968204,1.6214352872570472,2.084970753576763,0.573545000448617,0.5735422455632668,0.6175495620194802,0.9999995728076468,1.2965288437072213,1.7408035985690582,1.5004878384476235,1.5963946456280298,1.7554432997224336,0.9999995728076471,0.8096938619015678,0.9343063975192732,1.235034152857656,1.6012580861886745,2.1499528160936987,1.8531545180838156,1.9716027510433307,2.168033354729615,1.2350341528576565,1.2350346804550276,1.1539008031073035,1.1573115752343877,0.9399228709247668,3.283030968944724,1.6059911849385262
20,"{'L': 7.918, 'H': 512}",1.000411224194119,5.381329005577379,3.2471812475856505,4.905588532761484,4.123109611644611,3.3003127753195596,1.000411224194119,8.894905651582505,1.567439058294594,0.11247013328535245,0.604990003982783,0.36506078589017305,0.5515054037575681,0.46353607032482275,0.3710340395496378,0.11247013328535245,0.11242390185691162,0.17621761485640142,0.9999940247198055,1.4598060656079912,1.676228683097686,1.5772797342615617,1.712081431870187,1.695240971115113,0.9999940247198055,1.7139639916420235,0.8850038390040587,0.5834393427144198,0.8517133806349442,0.9779836048316358,0.9202525502011775,0.9989016340010545,0.9890761879373129,0.5834393427144198,0.5834428289488002,0.5163491434590766,1.0804721061387317,0.9212644357334248,3.129683739091499,1.7822292568092784
20,"{'L': 5.649, 'H': 4096}",1.0060114400070717,8.014122532248088,3.0596568913799618,3.093474179339702,9.330318284959246,3.0833259947947314,1.0060114400070717,38.08729593774224,1.0820169765694228,0.026413306989593193,0.21041458404786803,0.08033274129991529,0.08122063021739102,0.24497192712789714,0.08095418482411451,0.026413306989593193,0.02625547378408294,0.02840886836225116,0.9999586594264961,1.4866027096324381,1.656659303981936,1.6329701956836455,2.19702492170069,1.654832515061722,0.9999586594264961,3.519117421825532,0.9311343206398113,0.28415041033435323,0.4224362337023887,0.470759882494216,0.46402833436474167,0.6243113424049913,0.4702407782128743,0.28415041033435323,0.28416215776092313,0.26459313771826004,1.098457701646055,0.7432643023546514,2.858988579964506,1.753742891317314
20,"{'L': 4.639, 'H': 32768}",1.1070868603183586,11.764472900203106,2.8859169337069,2.823182243837407,32.959859517320155,2.902951945189643,1.1070868603183586,188.7588927970949,1.1070868603183586,0.005865084520857061,0.06232539683759031,0.01528890581493873,0.014956552255644812,0.1746135455072315,0.015379153279470396,0.005865084520857061,0.005297763645366067,0.005865084520857061,0.9992698581604225,1.5265297131558844,1.6383893655033732,1.654594974865892,3.7318957044299768,1.643714752970708,0.9992698581604225,7.9448517247670845,0.9992706497639997,0.1257757718807166,0.19214074296655764,0.2062202571252398,0.2082600194674368,0.4697250286995611,0.20689055125429617,0.1257757718807166,0.1258676731351228,0.1257758715180169,1.083893068445586,0.44336581349307047,2.5501000373408464,1.655802634908432
20,"{'L': 4.073, 'H': 262144}",1.057889606658062,10.33433830753134,2.9746116995389422,3.0021404073056526,26.84148360469699,2.952001251472071,1.057889606658062,213.1856121605612,1.057889606658062,0.0049622936366892825,0.04847577752924532,0.01395315410544032,0.014082284338422353,0.1259066375665224,0.013847094189680892,0.0049622936366892825,0.004690748075657413,0.0049622936366892825,0.9984570033045892,1.471811210688314,1.671883415517271,1.681874330829605,3.458875805558852,1.6705693583020529,0.9984570033045892,11.160769990088697,0.9989299672629924,0.08946130098472302,0.1318736262816413,0.14980000636174604,0.15069518790577985,0.3099137253639758,0.1496822674229107,0.08946130098472302,0.08959955279860156,0.08950367834388581,1.1427242289064041,0.48624883499043814,2.8378579280966734,1.6836759191816406
22,"{'L': 16.772, 'H': 64}",1.000009002420631,2.932627809089761,3.9183202949834963,3.6862106933016405,3.242308447458838,3.923427598194707,1.000009002420631,1.8211509352285933,1.1080325786700997,0.5491082496658128,1.6103156264319485,2.151562629536614,2.0241104798043237,1.7803622888906014,2.1543670666167123,0.5491082496658128,0.5491033064068788,0.6084243525542917,0.9999996380304988,1.1843652149863422,1.7588404885606073,1.3742504168172318,1.7030124454833364,1.8070282568068465,0.9999996380304991,0.7278851687372622,0.8984596815458522,1.3738425798197014,1.6271319513776923,2.416370828947992,1.888004421358504,2.339671858457741,2.4825732607544206,1.3738425798197016,1.3738430771089947,1.2343426135533209,1.1603265609528048,0.8069526564306475,3.3268071393044796,1.5295627005240278
22,"{'L': 7.918, 'H': 512}",1.0010454971708822,6.386067941555823,3.392786364362949,4.865449581332887,5.152758425684127,3.4489473464232727,1.0010454971708822,10.882648494304204,1.9526161271376246,0.0919854663774919,0.5868119277120991,0.31176109070679586,0.4470832246285802,0.4734838608800967,0.3169216894424545,0.0919854663774919,0.09188939627365371,0.17942471707687618,0.9999165967038176,1.3860395998402117,1.7050539537351077,1.5189557391951747,1.6346261598202556,1.706039173311183,0.9999165967038176,1.5710378798899984,0.8299082930820962,0.6364688016140198,0.8822445452029839,1.0853041645657155,0.9668485773885538,1.0404753321000189,1.0859312783919872,0.6364688016140198,0.6365218896377077,0.5282547949386205,1.0958963505590216,0.9292373856063822,2.4917593958753366,1.8302693826014296
22,"{'L': 5.649, 'H': 4096}",1.0228814362267724,10.14183565622925,3.1760817445446774,3.1004015191971273,15.767149369632182,3.175489654250612,1.0228814362267724,61.533817461452394,1.025046175755687,0.01662307782005484,0.16481726755507345,0.0516152235562879,0.05038532707871343,0.25623551439026915,0.051605601362858466,0.01662307782005484,0.01625122641913848,0.016658257492277687,0.9998429859694824,1.47736216260617,1.67166923709444,1.6684510444042435,2.450786527011943,1.666848525922918,0.9998429859694824,3.6852594622616377,0.9963924184396942,0.27130870871053414,0.40088416507301095,0.45360964518588853,0.45273638436852903,0.6650241460903541,0.4523015388718318,0.27130870871053414,0.27135131467413737,0.2703723926749542,1.129344643199051,0.6807818739066019,3.0246457111177865,1.6744919105436018
22,"{'L': 4.639, 'H': 32768}",1.427312340059198,12.554361508866895,3.0351933673058897,2.8229867225960725,45.77035661870036,3.0374850401933036,1.427312340059198,237.9615593017309,1.427312340059198,0.005998079455553543,0.05275793933148755,0.01275497343441644,0.0118632048423274,0.1923434892299743,0.012764603867559248,0.005998079455553543,0.004202359418615249,0.005998079455553543,0.9967492402960375,1.467230729611719,1.6888572685044272,1.6957423977911215,3.5753352939893666,1.6830605937250946,0.9967492402960375,7.180927939482299,0.9968715459094598,0.13880507487280216,0.20432327715538912,0.23518649438308994,0.23614530212280255,0.49789321437573525,0.23437926238909357,0.13880507487280216,0.13925776841482884,0.13882210687959198,1.155743512978272,0.47428905497112367,1.9778338933712214,1.7010640987290615
22,"{'L': 4.073, 'H': 262144}",1.3930489921873228,13.408783026869015,3.0818894372822863,2.761172220795782,135.38473782702442,3.1169735681411193,1.3930489921873228,616.666525336876,1.3930489921873228,0.002258998883434317,0.021743977459363458,0.00499765969232511,0.004477577600450087,0.2195428684134682,0.005054552890540575,0.002258998883434317,0.0016216219932705354,0.002258998883434317,0.9869347779128289,1.528956188807017,1.6655694886969,1.652341858243355,8.263792477836061,1.6652336723542303,0.9869347779128289,16.036194048742658,0.9869405275359616,0.061544202752411264,0.09534408128011504,0.10386314131859058,0.10303828035636109,0.5153213070830854,0.10384220016873615,0.061544202752411264,0.06235893610169968,0.0615445612927928,1.080699283824876,0.19994958279446456,1.9821070445342155,1.6742061067941583
