arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,PRMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ/FCFS,PRMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,PRMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,PRMLFQ_L2_Norm/FCFS_L2_Norm,SETF_L2_Norm/FCFS_L2_Norm,SRPT_L2_Norm/FCFS_L2_Norm,Rmlfq_L2_Norm/RR_L2_Norm,FCFS_average_flow_time,SJF_average_flow_time,SRPT_average_flow_time,RMLFQ_average_flow_time,PRMLFQ_average_flow_time,MLFQ_average_flow_time,SETF_average_flow_time,FCFS_L2N,SJF_L2N,SRPT_L2N,RMLFQ_L2N,PRMLFQ_L2N,MLFQ_L2N,SETF_L2N
20,"{'L': 16.772, 'H': 64}",1.0000258194063922,2.806220726855768,3.6977151112256066,2.8243588733579466,3.6316157900618835,1.0000258194063922,1.745136365688315,0.573035918033811,1.6080237522005574,2.1188688654523324,1.6184172932778038,2.0809925582116358,0.573035918033811,0.5730211229685658,1.000000001437279,1.2997850239573345,1.7458447368373504,1.5970322842210944,1.7578866064397634,1.000000001437279,0.8122491136150967,1.2311493908396587,1.6002295381676073,2.149395681168647,1.9661853210441125,2.1642210215729203,1.2311493908396587,1.2311493890701537,1.2286895561842672,482406.11864,276436.03306,276428.89583,780734.40479,1003883.5429255995,1022155.30529,276436.03306,176044504.17861313,216737084.0801693,216737083.76865765,346136119.96647805,380999216.6757363,378389296.9749869,216737084.0801693
20,"{'L': 7.918, 'H': 512}",1.0008333345269442,5.3757958683506075,3.1986671147862227,4.391400998761984,3.250686751172546,1.0008333345269442,8.957251870829413,0.11173441910082967,0.6001612934272469,0.3571036251870002,0.4902620873108657,0.36291116941334184,0.11173441910082967,0.11164138448050621,1.0000003172425336,1.4497148674376215,1.659937782101598,1.7384497608930027,1.67722902204941,1.0000003172425336,1.7134240628646948,0.5836268667609469,0.8460922773629227,0.9687839794465869,1.0146056650952286,0.9788756084382462,0.5836268667609469,0.5836266816097397,1.1991666774899825,386410.56281,43175.35977,43139.41021,189442.44908219695,140232.70922304466,137988.61279,43175.35977,141014643.19726217,82299934.37663099,82299908.26759958,143074255.84932455,138035794.6584222,136612727.1968842,82299934.37663099
20,"{'L': 5.649, 'H': 4096}",1.0087857990931015,7.824426749167008,3.034997207866502,10.640295921195893,3.048904598185804,1.0087857990931015,38.65756523330699,0.026095430299473216,0.20240350632392018,0.07850978688258353,0.2752448545835555,0.07886954545080602,0.026095430299473216,0.02586815786159263,1.0002908391917729,1.4844745281256375,1.6419484258519397,2.482805282411517,1.6382991074188666,1.0002908391917729,3.6304403554410114,0.27552879024513305,0.40889654774270745,0.45227252484429875,0.6838854351898355,0.45126732490275345,0.27552879024513305,0.2754486789739654,1.6725145735888212,395656.9078,10324.83726,10234.91535,108902.52805239023,31205.280472657465,31062.93951,10324.83726,143687731.07401276,39590106.71589075,39578595.70910321,98265946.49699126,64841578.02311598,64986012.921992354,39590106.71589075
20,"{'L': 4.639, 'H': 32768}",1.1338409154637816,12.276800226078105,3.0797631114440938,36.09707453947275,3.072399204715047,1.1338409154637816,184.11476983686333,0.006158337630752993,0.06668014867550323,0.016727409290264693,0.19605746226365714,0.016687413005688656,0.006158337630752993,0.005431394781016534,1.0129615287703986,1.5455590075845513,1.7084389441891037,4.288795762867936,1.699410501955255,1.0129615287703986,7.5254028905399455,0.1346056209221403,0.20537890529787406,0.22702292077102648,0.5699091231725689,0.22582319201694231,0.1346056209221403,0.13288325084323163,2.7749155754141035,304163.27787,1873.14016,1652.03084,59633.48037298778,5075.698238980731,5087.86364,1873.14016,111021022.89692803,14944053.72245215,14752834.43448465,63271893.812909946,25071121.77157033,25204316.885047607,14944053.72245215
20,"{'L': 4.073, 'H': 262144}",1.1225011344949558,11.215841782310124,2.9553841937974834,32.206426327517,2.9656986754113173,1.1225011344949558,174.2779476190744,0.006440867303237051,0.06435605844306243,0.016957878114660686,0.1847992059093543,0.017017062203954523,0.006440867303237051,0.005737960617861624,1.0163350904477964,1.5237936171861906,1.681769572591999,4.125468521629932,1.6828119726871382,1.0163350904477964,7.813930873961395,0.1300670695506869,0.19500986657867367,0.2152270860491244,0.5279632733093863,0.2153604888283341,0.1300670695506869,0.12797656085393985,2.7073669787697017,349978.40413,2254.16446,2008.1623,64675.731168647086,5955.6042731209445,5934.89112,2254.16446,129808939.41914089,16883868.3517303,16612501.634959077,68534352.56054945,27955716.647593793,27938399.774309013,16883868.3517303
22,"{'L': 16.772, 'H': 64}",1.0000416771836897,2.91697170965176,3.914903023998902,3.2399050848999997,3.9161431014215413,1.0000416771836897,1.8112497547935371,0.5521279848552325,1.610474591884355,2.161437434919161,1.7887677148474281,2.162122087833182,0.5521279848552325,0.552104974674787,1.0000000025290174,1.188045727341855,1.7671128284914146,1.7069657706158656,1.8130303680090145,1.0000000025290177,0.730725759104215,1.368502464939653,1.6258435022165652,2.418298255501065,2.3359868587476753,2.4811365213559453,1.3685024649396533,1.3685024614786867,1.4367845709399145,385849.6469,213038.388,213029.50953,690195.39116,834254.044145124,833989.87106,213038.388,140869103.8232842,192779715.81600437,192779715.3284611,329068375.3347538,349515478.2266329,340663508.0298466,192779715.8160044
22,"{'L': 7.918, 'H': 512}",1.0041610160399759,6.249380087565553,3.3331862029168713,5.287859634203277,3.373000062792682,1.0041610160399759,10.609942994928643,0.09464339408043439,0.5890116554398682,0.3141568436805054,0.49838718612633226,0.3179093482787715,0.09464339408043439,0.09425121327022977,1.0017634623590448,1.3871268126231002,1.6946103890072872,1.6548320720363896,1.6943904860931418,1.0017634623590448,1.5736387643742786,0.6365904838124479,0.8814772767590403,1.0768738209630404,1.0515958995801655,1.0767340792897138,0.6365904838124479,0.6354698566399557,1.192992635552225,288237.05051,27279.73276,27166.69172,143653.65254103238,91633.25287742943,90551.64202,27279.73276,104987691.01182505,66834165.0155695,66716512.95624444,110404625.37442462,113043824.8183704,113058495.97399111,66834165.0155695
22,"{'L': 5.649, 'H': 4096}",1.0239296632145745,9.556076942707483,3.1099555909368775,15.342421853892466,3.120229735825209,1.0239296632145745,57.1214525860056,0.017925483629340176,0.16729401144551184,0.054444616692027145,0.26859299193752056,0.054624481601324784,0.017925483629340176,0.017506557601880624,1.00001520055536,1.4849039772705095,1.702899710282766,2.5529376957654297,1.6961535713695037,1.00001520055536,3.7212704790831777,0.26872951218577834,0.3990314559548895,0.45761245248217364,0.6860392734457739,0.4557995934193397,0.26872951218577834,0.26872542741004235,1.7192611339476218,284090.48901,5092.45941,4973.44651,76304.71442418921,15518.295690038107,15467.19778,5092.45941,103353705.40221344,27774190.83532946,27773768.65862141,70904700.96206306,47108576.9007111,47295942.60222697,27774190.83532946
22,"{'L': 4.639, 'H': 32768}",1.442889278257725,13.04230532409382,3.1519163083700854,50.73150561154369,3.1471740071845566,1.442889278257725,268.42661559464256,0.005375358457138491,0.04858797364486879,0.01174218995157272,0.18899580989447984,0.011724522921144226,0.005375358457138491,0.0037254129877721358,1.0023682716019746,1.448599032017181,1.6830280441831813,4.214189338292417,1.6756802068335357,1.0023682716019746,7.80418488534452,0.12843984174238646,0.18561823602327843,0.2156571210074405,0.5399909664116549,0.21471559572868346,0.12843984174238646,0.12813637999247046,2.9091482495498693,202265.21797,1087.24805,753.52147,38227.27868372365,2371.463184239498,2375.03661,1087.24805,77675982.11068445,9976690.849480754,9953119.160023002,41944328.646922916,16678244.772706171,16751378.67341566,9976690.849480754
22,"{'L': 4.073, 'H': 262144}",1.6891622020471293,13.585437659397332,3.4566786650541683,107.90396132762298,3.495874723897798,1.6891622020471293,606.8745682574556,0.0027833794500522428,0.022385907022608918,0.005695870029583666,0.17780274042040045,0.005760456784234096,0.0027833794500522428,0.0016477869601149078,1.0110326056892165,1.5331725568246388,1.762619832033809,8.293494047427574,1.761944218269207,1.0110326056892165,16.267833338328206,0.062149186352133914,0.0942456518295139,0.10835000552169093,0.5098093811846164,0.1083084748672669,0.062149186352133914,0.06147100103637814,5.409367660874565,342840.85484,954.25619,564.92869,60958.043518624705,1974.9199281756946,1952.77695,954.25619,129801103.69092092,8067032.981999702,7979003.779507627,66173820.34974862,14058559.576851614,14063950.301632859,8067032.981999702
