frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,19612591.292372,594449.000000,191863.600091
4,34868251.965832,906349.000000,275999.790766
8,19755312.939886,599969.000000,613062.162855
16,19908977.055782,599090.000000,977515.369971
32,20066140.798651,601335.000000,477627.737432
64,34991121.570061,894084.000000,1359746.511735
128,3598607.933884,305901.000000,228221.027988
256,2670091.412225,300429.000000,3730.125869
512,35241487.785050,894833.000000,4414872.068202
1024,35140907.320261,895911.000000,4105629.282503
2048,2270465.665156,271124.000000,149316.659580
4096,35496745.431157,892846.000000,8625745.437510
8192,35389713.635019,884525.000000,8703211.839341
16384,692349.359441,96893.000000,435561.805415
32768,20924875.949253,578963.000000,12393064.485353
65536,36995380.042434,905882.000000,21772999.935895
