frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1570336.539999,245194.000000,250.872478
4,1594545.862871,234544.000000,9716.555357
8,19567892.070225,600653.000000,267462.554918
16,19675737.362206,600348.000000,1026733.757062
32,19699521.211747,597338.000000,749978.240421
64,2580754.967299,286362.000000,291159.845267
128,2224313.129150,268951.000000,4894.032080
256,20243178.014974,584281.000000,1656211.251623
512,2266162.107597,282597.000000,531709.568233
1024,19749289.063646,597652.000000,1420838.714160
2048,35674777.579632,902842.000000,8697134.337198
4096,2083234.302652,285829.000000,677001.871692
8192,19865915.000845,586487.000000,10664353.364958
16384,19780799.939321,585478.000000,5558241.725273
32768,21649723.515676,604037.000000,6838305.228044
65536,19184572.116888,603803.000000,12093678.904500
