frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,34655392.991808,897102.000000,1154084.651070
4,19529207.698320,590922.000000,70287.875647
8,2023475.290814,287054.000000,52909.008930
16,19706975.431592,595995.000000,813803.587021
32,19825092.181776,601022.000000,463445.183399
64,2256938.099263,288306.000000,1200.065832
128,19947959.699512,594731.000000,892507.287288
256,20120237.967708,596005.000000,1062491.812638
512,2539348.813732,285640.000000,314891.345262
1024,34847648.297771,891767.000000,4839307.353778
2048,35133500.041541,887544.000000,9539147.039082
4096,34840005.357282,884281.000000,6926392.461081
8192,2333870.581005,212386.000000,1133413.826873
16384,35031882.987905,885771.000000,8109484.286096
32768,2423204.499896,232360.000000,1357759.084560
65536,37186950.546191,891544.000000,21348336.109370
