frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,19588467.991554,600567.000000,469981.775793
4,19604961.803782,599960.000000,498028.012640
8,1012909.088777,291939.000000,662.225792
16,20086698.190356,604275.000000,559306.092198
32,34503649.120051,890454.000000,1263855.465196
64,19884420.457649,599005.000000,746730.752762
128,35361314.353203,900711.000000,2752799.921085
256,20056015.596865,593219.000000,922313.158410
512,35320520.422636,901093.000000,3708298.982476
1024,34870646.948834,901584.000000,4386258.952482
2048,19861961.654412,597640.000000,2554214.547780
4096,19336649.136306,563956.000000,4831536.619744
8192,20354125.850793,596602.000000,8473418.931343
16384,2221666.137137,290661.000000,564400.036117
32768,35657487.593196,899635.000000,16552336.641849
65536,2275211.153481,185758.000000,2068161.102100
