frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,34867894.309826,897862.000000,556001.161542
4,19786819.532049,604264.000000,191396.028099
8,34336646.606608,888304.000000,892025.961886
16,34287065.397781,894240.000000,213166.288430
32,2412660.203840,300083.000000,88559.822397
64,35054838.292671,893365.000000,2261168.113074
128,19774217.738377,600866.000000,612082.178113
256,34881589.645114,896707.000000,3255325.867390
512,20464091.983317,593155.000000,2345035.648092
1024,35189188.241185,894484.000000,4323892.361019
2048,2401855.183268,204987.000000,150056.175174
4096,1870690.308083,292562.000000,657272.966621
8192,1099075.159855,190081.000000,88742.045153
16384,327050.889701,62446.000000,0.000000
32768,1776523.044858,129631.000000,495176.293615
65536,36268994.671283,881195.000000,16024636.459664
