arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
22,4.073000,262144,20093.787572
22,4.639000,32768,27492.156609
22,16.772000,64,161494.283215
22,7.918000,512,87000.120799
22,5.649000,4096,68353.866189
