arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
28,4.073000,262144,37079.193734
28,4.639000,32768,17111.345622
28,16.772000,64,74153.581073
28,5.649000,4096,15510.946651
28,7.918000,512,51839.778568
