arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
28,16.772000,64,59205.280753
28,4.073000,262144,52803.607585
28,5.649000,4096,30637.339228
28,7.918000,512,33734.464395
28,4.639000,32768,14960.317844
