arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
40,7.918000,512,5938.468995
40,16.772000,64,3999.171664
40,4.639000,32768,9954.758962
40,4.073000,262144,37603.736796
40,5.649000,4096,6896.798823
