arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
24,5.649000,4096,56647.902053
24,4.073000,262144,85264.543311
24,4.639000,32768,31246.533664
24,7.918000,512,80191.103584
24,16.772000,64,144380.284236
