arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
30,5.649000,4096,11517.853923
30,4.639000,32768,14453.789019
30,16.772000,64,28247.583189
30,7.918000,512,10057.869208
30,4.073000,262144,40467.662992
