frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,205533.109605,205533.109605,205533.109605,205533.109605,205533.109605,205533.109605,205533.109605,77506.000000,77506.000000,77506.000000,77506.000000,77506.000000,77506.000000,77506.000000
16,200259.639388,200259.639388,200259.639388,200259.639388,200259.639388,200259.639388,200259.639388,111404.000000,111404.000000,111404.000000,111404.000000,111404.000000,111404.000000,111404.000000
512,168071.787945,168071.787945,168071.787945,168071.787945,168071.787945,168071.787945,168071.787945,53759.000000,53759.000000,53759.000000,53759.000000,53759.000000,53759.000000,53759.000000
32,200023.820581,200023.820581,200023.820581,200023.820581,200023.820581,200023.820581,200023.820581,41093.000000,41093.000000,41093.000000,41093.000000,41093.000000,41093.000000,41093.000000
32768,559315.187960,559315.187960,559315.187960,559315.187960,559315.187960,559315.187960,559315.187960,30566.000000,30566.000000,30566.000000,30566.000000,30566.000000,30566.000000,30566.000000
8192,429274.135969,429274.135969,429274.135969,429274.135969,429274.135969,429274.135969,429274.135969,52219.000000,52219.000000,52219.000000,52219.000000,52219.000000,52219.000000,52219.000000
8,179416.099949,161152.220019,179416.099949,179416.099949,179416.099949,161152.220019,161152.220019,44332.000000,44332.000000,44332.000000,44332.000000,44332.000000,44332.000000,44332.000000
16384,40810.073217,40810.073217,40810.073217,40810.073217,40810.073217,40810.073217,40810.073217,12771.000000,12771.000000,12771.000000,12771.000000,12771.000000,12771.000000,12771.000000
64,255280.813462,255280.813462,255280.813462,255280.813462,255280.813462,255280.813462,255280.813462,46559.000000,46559.000000,46559.000000,46559.000000,46559.000000,46559.000000,46559.000000
65536,310707.747430,310707.747430,310707.747430,310707.747430,310707.747430,310707.747430,310707.747430,57855.000000,57855.000000,57855.000000,57855.000000,57855.000000,57855.000000,57855.000000
4,194846.475739,194846.475739,194846.475739,194846.475739,194846.475739,194846.475739,194846.475739,49434.000000,49434.000000,49434.000000,49434.000000,49434.000000,49434.000000,49434.000000
256,163524.712200,163524.712200,163524.712200,163524.712200,163524.712200,163524.712200,163524.712200,36236.000000,36236.000000,36236.000000,36236.000000,36236.000000,36236.000000,36236.000000
2048,227674.162162,220310.098507,220310.098507,227674.162162,227674.162162,220310.098507,220310.098507,50451.000000,50451.000000,50451.000000,50451.000000,50451.000000,50451.000000,50451.000000
4096,184514.817299,184514.817299,163898.592840,165209.448513,184514.817299,163898.592840,163898.592840,78316.000000,78316.000000,78316.000000,78316.000000,78316.000000,78316.000000,78316.000000
128,235974.074940,235974.074940,235974.074940,235974.074940,235974.074940,235974.074940,235974.074940,57533.000000,57533.000000,57533.000000,57533.000000,57533.000000,57533.000000,57533.000000
2,185461.357331,185461.357331,185461.357331,185461.357331,185461.357331,185461.357331,185461.357331,43565.000000,43565.000000,43565.000000,43565.000000,43565.000000,43565.000000,43565.000000
