frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
32768,24933.765620,24933.765620,24933.765620,24933.765620,24933.765620,24933.765620,24933.765620,2819.000000,2819.000000,2819.000000,2819.000000,2819.000000,2819.000000,2819.000000
16384,97411.556527,97411.556527,97411.556527,97411.556527,97411.556527,97411.556527,97411.556527,34767.000000,34767.000000,34767.000000,34767.000000,34767.000000,34767.000000,34767.000000
32,200893.436207,200893.436207,200893.436207,200893.436207,200893.436207,200893.436207,200893.436207,46256.000000,46256.000000,46256.000000,46256.000000,46256.000000,46256.000000,46256.000000
16,236078.746288,236078.746288,236078.746288,236078.746288,236078.746288,236078.746288,236078.746288,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000,51318.000000
4096,249963.823833,249963.823833,249963.823833,249963.823833,249963.823833,249963.823833,249963.823833,47297.000000,47297.000000,47297.000000,47297.000000,47297.000000,47297.000000,47297.000000
65536,159045.393794,159045.393794,159045.393794,159045.393794,159045.393794,159045.393794,159045.393794,54234.000000,54234.000000,54234.000000,54234.000000,54234.000000,54234.000000,54234.000000
8,224797.422287,224797.422287,224797.422287,224797.422287,224797.422287,224797.422287,224797.422287,67946.000000,67946.000000,67946.000000,67946.000000,67946.000000,67946.000000,67946.000000
2,193988.724551,193988.724551,193988.724551,193988.724551,193988.724551,193988.724551,193988.724551,61543.000000,61543.000000,61543.000000,61543.000000,61543.000000,61543.000000,61543.000000
128,201864.898489,201864.898489,201864.898489,201864.898489,201864.898489,201864.898489,201864.898489,46096.000000,46096.000000,46096.000000,46096.000000,46096.000000,46096.000000,46096.000000
256,189917.139240,189917.139240,189917.139240,189917.139240,189917.139240,189917.139240,189917.139240,60277.000000,60277.000000,60277.000000,60277.000000,60277.000000,60277.000000,60277.000000
64,193691.671091,193691.671091,193691.671091,193691.671091,193691.671091,193691.671091,193691.671091,41838.000000,41838.000000,41838.000000,41838.000000,41838.000000,41838.000000,41838.000000
1024,280032.842013,276038.024093,276038.024093,280032.842013,280032.842013,276038.024093,276038.024093,43031.000000,49028.000000,49028.000000,43031.000000,43031.000000,49028.000000,49028.000000
8192,150422.792113,147773.207578,147773.207578,150422.792113,150422.792113,147773.207578,147773.207578,63070.000000,63070.000000,63070.000000,63070.000000,63070.000000,63070.000000,63070.000000
4,214477.109566,214477.109566,214477.109566,214477.109566,214477.109566,214477.109566,214477.109566,49873.000000,49873.000000,49873.000000,49873.000000,49873.000000,49873.000000,49873.000000
2048,293717.980846,294276.726659,294276.726659,294276.726659,293717.980846,294276.726659,294276.726659,85246.000000,85246.000000,85246.000000,85246.000000,85246.000000,85246.000000,85246.000000
512,158593.093065,158593.093065,158593.093065,158593.093065,158593.093065,158593.093065,158593.093065,50546.000000,50546.000000,50546.000000,50546.000000,50546.000000,50546.000000,50546.000000
