frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
32,204084.195329,204084.195329,204084.195329,204084.195329,204084.195329,204084.195329,204084.195329,45649.000000,45649.000000,45649.000000,45649.000000,45649.000000,45649.000000,45649.000000
64,252875.708495,252875.708495,252875.708495,252875.708495,252875.708495,252875.708495,252875.708495,56201.000000,56201.000000,56201.000000,56201.000000,56201.000000,56201.000000,56201.000000
256,221452.019289,221452.019289,221452.019289,221452.019289,221452.019289,221452.019289,221452.019289,56164.000000,56164.000000,56164.000000,56164.000000,56164.000000,56164.000000,56164.000000
16,194422.762590,194422.762590,194422.762590,194422.762590,194422.762590,194422.762590,194422.762590,57422.000000,57422.000000,57422.000000,57422.000000,57422.000000,57422.000000,57422.000000
4096,42251.494482,42251.494482,42251.494482,42251.494482,42251.494482,42251.494482,42251.494482,13000.000000,13000.000000,13000.000000,13000.000000,13000.000000,13000.000000,13000.000000
65536,191900.401985,191900.401985,191900.401985,191900.401985,191900.401985,191900.401985,191900.401985,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000,49536.000000
8,277392.574639,277392.574639,277392.574639,277392.574639,277392.574639,277392.574639,277392.574639,183974.000000,183974.000000,183974.000000,183974.000000,183974.000000,183974.000000,183974.000000
1024,256588.227261,256588.227261,256588.227261,256588.227261,256588.227261,256588.227261,256588.227261,57720.000000,57720.000000,57720.000000,57720.000000,57720.000000,57720.000000,57720.000000
512,193492.226896,193492.226896,193492.226896,193492.226896,193492.226896,193492.226896,193492.226896,42423.000000,42423.000000,42423.000000,42423.000000,42423.000000,42423.000000,42423.000000
2,168110.477249,168110.477249,168110.477249,168110.477249,168110.477249,168110.477249,168110.477249,47862.000000,47862.000000,47862.000000,47862.000000,47862.000000,47862.000000,47862.000000
8192,511370.937081,508929.818518,465040.777972,511370.937081,511370.937081,465040.777972,465040.777972,72553.000000,72553.000000,72553.000000,72553.000000,72553.000000,72553.000000,72553.000000
2048,151799.815688,151799.815688,151799.815688,151799.815688,151799.815688,151799.815688,151799.815688,35655.000000,35655.000000,35655.000000,35655.000000,35655.000000,35655.000000,35655.000000
16384,87429.715343,87429.715343,87429.715343,87429.715343,87429.715343,87429.715343,87429.715343,36454.000000,36454.000000,36454.000000,36454.000000,36454.000000,36454.000000,36454.000000
32768,16094.574738,16094.574738,16094.574738,16094.574738,16094.574738,16094.574738,16094.574738,12909.000000,12909.000000,12909.000000,12909.000000,12909.000000,12909.000000,12909.000000
128,200223.005811,200223.005811,200223.005811,200223.005811,200223.005811,200223.005811,200223.005811,37896.000000,37896.000000,37896.000000,37896.000000,37896.000000,37896.000000,37896.000000
4,196074.821956,196074.821956,196074.821956,196074.821956,196074.821956,196074.821956,196074.821956,46850.000000,46850.000000,46850.000000,46850.000000,46850.000000,46850.000000,46850.000000
