frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
2,186199.747242,186199.747242,186199.747242,186199.747242,186199.747242,186199.747242,186199.747242,43117.000000,43117.000000,43117.000000,43117.000000,43117.000000,43117.000000,43117.000000
1024,249471.469144,249471.469144,249471.469144,249471.469144,249471.469144,249471.469144,249471.469144,50699.000000,50699.000000,50699.000000,50699.000000,50699.000000,50699.000000,50699.000000
128,243594.764338,215971.389693,215971.389693,215971.389693,243594.764338,215971.389693,215971.389693,30847.000000,48819.000000,48819.000000,48819.000000,30847.000000,48819.000000,48819.000000
32,183462.793852,183462.793852,183462.793852,183462.793852,183462.793852,183462.793852,183462.793852,51534.000000,51534.000000,51534.000000,51534.000000,51534.000000,51534.000000,51534.000000
8192,74542.094430,74542.094430,59120.699184,59120.699184,74542.094430,59120.699184,59120.699184,27354.000000,27354.000000,34361.000000,34361.000000,27354.000000,34361.000000,34361.000000
4096,194298.725001,187059.232034,187059.232034,194298.725001,194298.725001,187059.232034,187059.232034,31060.000000,33439.000000,33439.000000,31060.000000,31060.000000,33439.000000,33439.000000
4,226945.031323,226945.031323,226945.031323,226945.031323,226945.031323,226945.031323,226945.031323,51861.000000,51861.000000,51861.000000,51861.000000,51861.000000,51861.000000,51861.000000
16,186489.997402,186489.997402,186489.997402,186489.997402,186489.997402,186489.997402,186489.997402,49510.000000,49510.000000,49510.000000,49510.000000,49510.000000,49510.000000,49510.000000
256,205754.907818,205754.907818,205754.907818,205754.907818,205754.907818,205754.907818,205754.907818,63419.000000,63419.000000,63419.000000,63419.000000,63419.000000,63419.000000,63419.000000
8,171663.651345,171663.651345,171663.651345,171663.651345,171663.651345,171663.651345,171663.651345,50617.000000,50617.000000,50617.000000,50617.000000,50617.000000,50617.000000,50617.000000
65536,372398.715688,372398.715688,372398.715688,372398.715688,372398.715688,372398.715688,372398.715688,75929.000000,75929.000000,75929.000000,75929.000000,75929.000000,75929.000000,75929.000000
16384,252529.516930,252529.516930,252529.516930,252529.516930,252529.516930,252529.516930,252529.516930,45944.000000,45944.000000,45944.000000,45944.000000,45944.000000,45944.000000,45944.000000
512,170053.598210,170053.598210,170053.598210,170053.598210,170053.598210,170053.598210,170053.598210,39325.000000,39325.000000,39325.000000,39325.000000,39325.000000,39325.000000,39325.000000
32768,9633.275040,9633.275040,9633.275040,9633.275040,9633.275040,9633.275040,9633.275040,8807.000000,8807.000000,8807.000000,8807.000000,8807.000000,8807.000000,8807.000000
2048,178995.023185,168251.238242,168251.238242,178995.023185,178995.023185,168251.238242,168251.238242,35888.000000,35888.000000,35888.000000,35888.000000,35888.000000,35888.000000,35888.000000
64,176814.012683,176814.012683,176814.012683,176814.012683,176814.012683,176814.012683,176814.012683,38286.000000,38286.000000,38286.000000,38286.000000,38286.000000,38286.000000,38286.000000
