frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
2,209371.305823,209371.305823,209371.305823,209371.305823,209371.305823,209371.305823,209371.305823,48298.000000,48298.000000,48298.000000,48298.000000,48298.000000,48298.000000,48298.000000
128,184456.180544,184456.180544,184456.180544,184456.180544,184456.180544,182592.576046,184456.180544,39817.000000,39817.000000,39817.000000,39817.000000,39817.000000,40459.000000,39817.000000
512,157347.090996,157347.090996,157347.090996,157347.090996,157347.090996,157347.090996,157347.090996,37039.000000,37039.000000,37039.000000,37039.000000,37039.000000,37039.000000,37039.000000
65536,646594.694167,646594.694167,646594.694167,646594.694167,646594.694167,646594.694167,646594.694167,35921.000000,35921.000000,35921.000000,35921.000000,35921.000000,35921.000000,35921.000000
16384,182797.490262,182797.490262,182797.490262,182797.490262,182797.490262,182797.490262,182797.490262,99148.000000,99148.000000,99148.000000,99148.000000,99148.000000,99148.000000,99148.000000
64,263008.331220,263008.331220,263008.331220,263008.331220,263008.331220,263008.331220,263008.331220,195342.000000,195342.000000,195342.000000,195342.000000,195342.000000,195342.000000,195342.000000
4096,212911.980553,228914.060285,201483.530431,212911.980553,212911.980553,177981.441819,201483.530431,36860.000000,27926.000000,39150.000000,36860.000000,36860.000000,40320.000000,39150.000000
4,154292.936870,154292.936870,154292.936870,154292.936870,154292.936870,154292.936870,154292.936870,36250.000000,36250.000000,36250.000000,36250.000000,36250.000000,36250.000000,36250.000000
8,197507.005762,197507.005762,197507.005762,197507.005762,197507.005762,197507.005762,197507.005762,63109.000000,63109.000000,63109.000000,63109.000000,63109.000000,63109.000000,63109.000000
32,185273.091670,185273.091670,185273.091670,185273.091670,185273.091670,185273.091670,185273.091670,40223.000000,40223.000000,40223.000000,40223.000000,40223.000000,40223.000000,40223.000000
2048,232979.220249,232979.220249,232979.220249,232979.220249,232979.220249,232979.220249,232979.220249,46411.000000,46411.000000,46411.000000,46411.000000,46411.000000,46411.000000,46411.000000
32768,248169.013892,248169.013892,248169.013892,248169.013892,248169.013892,248169.013892,248169.013892,49571.000000,49571.000000,49571.000000,49571.000000,49571.000000,49571.000000,49571.000000
16,221026.723002,221026.723002,221026.723002,221026.723002,221026.723002,221026.723002,221026.723002,43756.000000,43756.000000,43756.000000,43756.000000,43756.000000,43756.000000,43756.000000
256,166298.656465,166298.656465,166298.656465,166298.656465,166298.656465,166298.656465,166298.656465,49634.000000,49634.000000,49634.000000,49634.000000,49634.000000,49634.000000,49634.000000
8192,391954.399233,386081.924850,386081.924850,391954.399233,391954.399233,384370.241297,386081.924850,55548.000000,55548.000000,55548.000000,55548.000000,55548.000000,55548.000000,55548.000000
1024,214514.457392,214514.457392,214514.457392,214514.457392,214514.457392,214514.457392,214514.457392,43904.000000,43904.000000,43904.000000,43904.000000,43904.000000,43904.000000,43904.000000
