frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
8192,116277.124887,116277.124887,116277.124887,116277.124887,116277.124887,116277.124887,116277.124887,64739.000000,64739.000000,64739.000000,64739.000000,64739.000000,64739.000000,64739.000000
128,197514.409328,197514.409328,197514.409328,197514.409328,197514.409328,197514.409328,197514.409328,39870.000000,39870.000000,39870.000000,39870.000000,39870.000000,39870.000000,39870.000000
16384,82709.348607,82709.348607,82709.348607,82709.348607,82709.348607,82709.348607,82709.348607,29290.000000,29290.000000,29290.000000,29290.000000,29290.000000,29290.000000,29290.000000
512,214829.051027,214829.051027,214829.051027,214829.051027,214829.051027,214829.051027,214829.051027,42275.000000,42275.000000,42275.000000,42275.000000,42275.000000,42275.000000,42275.000000
4,207788.646502,207788.646502,207788.646502,207788.646502,207788.646502,207788.646502,207788.646502,51029.000000,51029.000000,51029.000000,51029.000000,51029.000000,51029.000000,51029.000000
65536,29025.160172,29025.160172,29025.160172,29025.160172,29025.160172,29025.160172,29025.160172,4993.000000,4993.000000,4993.000000,4993.000000,4993.000000,4993.000000,4993.000000
16,192569.881526,192569.881526,192569.881526,192569.881526,192569.881526,192569.881526,192569.881526,40597.000000,40597.000000,40597.000000,40597.000000,40597.000000,40597.000000,40597.000000
32,199766.326772,199766.326772,199766.326772,199766.326772,199766.326772,199766.326772,199766.326772,47828.000000,47828.000000,47828.000000,47828.000000,47828.000000,47828.000000,47828.000000
256,267663.255155,267663.255155,267663.255155,267663.255155,267663.255155,267663.255155,267663.255155,48043.000000,48043.000000,48043.000000,48043.000000,48043.000000,48043.000000,48043.000000
32768,434123.945867,434123.945867,434123.945867,434123.945867,434123.945867,434123.945867,434123.945867,73153.000000,73153.000000,73153.000000,73153.000000,73153.000000,73153.000000,73153.000000
64,218212.698450,218212.698450,218212.698450,218212.698450,218212.698450,218212.698450,218212.698450,49392.000000,49392.000000,49392.000000,49392.000000,49392.000000,49392.000000,49392.000000
4096,100846.044741,100846.044741,100846.044741,100846.044741,100846.044741,100846.044741,100846.044741,26174.000000,26174.000000,26174.000000,26174.000000,26174.000000,26174.000000,26174.000000
2,211465.632707,211465.632707,211465.632707,211465.632707,211465.632707,211465.632707,211465.632707,49716.000000,49716.000000,49716.000000,49716.000000,49716.000000,49716.000000,49716.000000
1024,211714.517185,211714.517185,211714.517185,211714.517185,211714.517185,211714.517185,211714.517185,46678.000000,46678.000000,46678.000000,46678.000000,46678.000000,46678.000000,46678.000000
2048,237812.018342,237812.018342,237812.018342,237812.018342,237812.018342,237812.018342,237812.018342,54767.000000,54767.000000,54767.000000,54767.000000,54767.000000,54767.000000,54767.000000
8,177360.470805,177360.470805,177360.470805,177360.470805,177360.470805,177360.470805,177360.470805,42489.000000,42489.000000,42489.000000,42489.000000,42489.000000,42489.000000,42489.000000
