frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
16384,163946.063283,163946.063283,163946.063283,163946.063283,163946.063283,163946.063283,163946.063283,58078.000000,58078.000000,58078.000000,58078.000000,58078.000000,58078.000000,58078.000000
32768,332942.510467,332942.510467,332942.510467,332942.510467,332942.510467,332942.510467,332942.510467,73615.000000,73615.000000,73615.000000,73615.000000,73615.000000,73615.000000,73615.000000
128,171129.980033,171129.980033,171129.980033,171129.980033,171129.980033,171129.980033,171129.980033,35661.000000,35661.000000,35661.000000,35661.000000,35661.000000,35661.000000,35661.000000
4096,368227.619568,318029.510681,299619.622942,368227.619568,368227.619568,299619.622942,299619.622942,77020.000000,77020.000000,77183.000000,77020.000000,77020.000000,77183.000000,77183.000000
32,193166.922541,193166.922541,193166.922541,193166.922541,193166.922541,193166.922541,193166.922541,45829.000000,45829.000000,45829.000000,45829.000000,45829.000000,45829.000000,45829.000000
64,175633.132768,175633.132768,175633.132768,175633.132768,175633.132768,175633.132768,175633.132768,45400.000000,45400.000000,45400.000000,45400.000000,45400.000000,45400.000000,45400.000000
4,189149.301336,189149.301336,189149.301336,189149.301336,189149.301336,189149.301336,189149.301336,50214.000000,50214.000000,50214.000000,50214.000000,50214.000000,50214.000000,50214.000000
65536,76061.361590,72192.033072,72192.033072,72192.033072,76061.361590,72192.033072,72192.033072,36049.000000,36049.000000,36049.000000,36049.000000,36049.000000,36049.000000,36049.000000
8,159851.645253,159851.645253,159851.645253,159851.645253,159851.645253,159851.645253,159851.645253,37897.000000,37897.000000,37897.000000,37897.000000,37897.000000,37897.000000,37897.000000
512,215274.115683,215274.115683,215274.115683,215274.115683,215274.115683,215274.115683,215274.115683,45103.000000,45103.000000,45103.000000,45103.000000,45103.000000,45103.000000,45103.000000
16,195399.573175,195399.573175,195399.573175,195399.573175,195399.573175,195399.573175,195399.573175,47154.000000,47154.000000,47154.000000,47154.000000,47154.000000,47154.000000,47154.000000
8192,73890.266172,86340.691380,73890.266172,73890.266172,73890.266172,86340.691380,86340.691380,34183.000000,34183.000000,34183.000000,34183.000000,34183.000000,34183.000000,34183.000000
2048,162923.732866,158697.745148,162923.732866,162923.732866,162923.732866,158697.745148,158697.745148,44457.000000,44457.000000,44457.000000,44457.000000,44457.000000,44457.000000,44457.000000
256,87181.368296,87181.368296,87181.368296,87181.368296,87181.368296,87181.368296,87181.368296,32455.000000,32455.000000,32455.000000,32455.000000,32455.000000,32455.000000,32455.000000
2,149763.914946,149763.914946,149763.914946,149763.914946,149763.914946,149763.914946,149763.914946,36394.000000,36394.000000,36394.000000,36394.000000,36394.000000,36394.000000,36394.000000
1024,151503.966585,143779.793817,140335.411821,151503.966585,151503.966585,140335.411821,140335.411821,33187.000000,33187.000000,35947.000000,33187.000000,33187.000000,35947.000000,35947.000000
