frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,256619.440374,256619.440374,256619.440374,256619.440374,256619.440374,256619.440374
8,396939.924224,396939.924224,396939.924224,396939.924224,396939.924224,396939.924224
32,699541.768055,699541.768055,699541.768055,699541.768055,699541.768055,699541.768055
512,1344329.986207,1344329.986207,1344329.986207,1344329.986207,1344329.986207,1344329.986207
4,417056.300721,417056.300721,417056.300721,417056.300721,417056.300721,417056.300721
16,834037.598221,834037.598221,834037.598221,834037.598221,834037.598221,834037.598221
32768,394636.504230,394636.504230,394636.504230,394636.504230,394636.504230,394636.504230
64,958741.855540,958741.855540,958741.855540,958741.855540,958741.855540,958741.855540
256,1397772.744992,1397772.744992,1397772.744992,1397772.744992,1397772.744992,1397772.744992
1024,789403.503238,789403.503238,789403.503238,789403.503238,789403.503238,789403.503238
16384,1630644.310717,1630644.310717,1630644.310717,1630644.310717,1630644.310717,1630644.310717
4096,1580885.198126,1580885.198126,1580885.198126,1580885.198126,1580885.198126,1580885.198126
8192,1875991.302983,1875991.302983,1875991.302983,1875991.302983,1875991.302983,1875991.302983
128,1233339.010855,1233339.010855,1233339.010855,1233339.010855,1233339.010855,1233339.010855
2048,1699489.662985,1699489.662985,1699489.662985,1699489.662985,1699489.662985,1699489.662985
65536,5277338.637940,5277338.637940,5277338.637940,5277338.637940,5277338.637940,5277338.637940
