frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,601503.826763,601503.826763,601503.826763,601503.826763,601503.826763,601503.826763
32768,1535868.462005,1535868.462005,1535868.462005,1535868.462005,1535868.462005,1535868.462005
8192,1057906.892335,1057906.892335,1057906.892335,1057906.892335,1057906.892335,1057906.892335
8,604062.360275,604062.360275,604062.360275,604062.360275,604062.360275,604062.360275
4,626833.325602,626833.325602,626833.325602,626833.325602,626833.325602,626833.325602
65536,1123133.862324,1123133.862324,1123133.862324,1123133.862324,1123133.862324,1123133.862324
1024,1339919.573394,1339919.573394,1339919.573394,1339919.573394,1339919.573394,1339919.573394
2,461877.099686,461877.099686,461877.099686,461877.099686,461877.099686,461877.099686
32,947811.381928,947811.381928,947811.381928,947811.381928,947811.381928,947811.381928
64,385218.586911,385218.586911,385218.586911,385218.586911,385218.586911,385218.586911
4096,1147208.799557,1147208.799557,1147208.799557,1147208.799557,1147208.799557,1147208.799557
16384,528617.396643,528617.396643,528617.396643,528617.396643,528617.396643,528617.396643
128,1246698.303357,1246698.303357,1246698.303357,1246698.303357,1246698.303357,1246698.303357
256,1025393.095939,1025393.095939,1025393.095939,1025393.095939,1025393.095939,1025393.095939
2048,1504754.453562,1504754.453562,1504754.453562,1504754.453562,1504754.453562,1504754.453562
512,936019.691408,936019.691408,936019.691408,936019.691408,936019.691408,936019.691408
