frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,285517.061562,285517.061562,285517.061562,285517.061562,285517.061562,285517.061562
16,349872.807440,349872.807440,349872.807440,349872.807440,349872.807440,349872.807440
8192,313259.135316,313259.135316,313259.135316,313259.135316,313259.135316,313259.135316
2,379028.992882,379028.992882,379028.992882,379028.992882,379028.992882,379028.992882
32,828861.034248,828861.034248,828861.034248,828861.034248,828861.034248,828861.034248
64,817346.436579,817346.436579,817346.436579,817346.436579,817346.436579,817346.436579
256,1236024.623943,1236024.623943,1236024.623943,1236024.623943,1236024.623943,1236024.623943
16384,1141092.398574,1141092.398574,1141092.398574,1141092.398574,1141092.398574,1141092.398574
2048,919277.879169,919277.879169,919277.879169,919277.879169,919277.879169,919277.879169
1024,1088811.245004,1088811.245004,1088811.245004,1088811.245004,1088811.245004,1088811.245004
128,1095959.723539,1095959.723539,1095959.723539,1095959.723539,1095959.723539,1095959.723539
4,700008.959077,700008.959077,700008.959077,700008.959077,700008.959077,700008.959077
4096,934680.853185,934680.853185,934680.853185,934680.853185,934680.853185,934680.853185
32768,2089584.660840,2089584.660840,2089584.660840,2089584.660840,2089584.660840,2089584.660840
512,1371251.665572,1371251.665572,1371251.665572,1371251.665572,1371251.665572,1371251.665572
65536,4131069.329207,4131069.329207,4131069.329207,4131069.329207,4131069.329207,4131069.329207
