frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,670447.795076,670447.795076,670447.795076,670447.795076,670447.795076,670447.795076
2,380114.616503,380114.616503,380114.616503,380114.616503,380114.616503,380114.616503
32,631517.626436,631517.626436,631517.626436,631517.626436,631517.626436,631517.626436
128,961833.201109,961833.201109,961833.201109,961833.201109,961833.201109,961833.201109
8192,699720.304432,699720.304432,699720.304432,699720.304432,699720.304432,699720.304432
256,1219374.909438,1219374.909438,1219374.909438,1219374.909438,1219374.909438,1219374.909438
64,1149800.825325,1149800.825325,1149800.825325,1149800.825325,1149800.825325,1149800.825325
2048,1323439.811847,1323439.811847,1323439.811847,1323439.811847,1323439.811847,1323439.811847
1024,1254259.016084,1254259.016084,1254259.016084,1254259.016084,1254259.016084,1254259.016084
8,533363.884868,533363.884868,533363.884868,533363.884868,533363.884868,533363.884868
4096,1399720.712387,1399720.712387,1399720.712387,1399720.712387,1399720.712387,1399720.712387
4,696286.973679,696286.973679,696286.973679,696286.973679,696286.973679,696286.973679
512,886980.587874,886980.587874,886980.587874,886980.587874,886980.587874,886980.587874
16,849077.025658,849077.025658,849077.025658,849077.025658,849077.025658,849077.025658
16384,1088598.126298,1088598.126298,1088598.126298,1088598.126298,1088598.126298,1088598.126298
65536,2712649.010957,2712649.010957,2712649.010957,2712649.010957,2712649.010957,2712649.010957
