frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16384,441416.223836,441416.223836,441416.223836,441416.223836,441416.223836,441416.223836
8,546105.946667,546105.946667,546105.946667,546105.946667,546105.946667,546105.946667
4096,981973.367333,981973.367333,981973.367333,981973.367333,981973.367333,981973.367333
64,664722.878496,664722.878496,664722.878496,664722.878496,664722.878496,664722.878496
2,499259.550372,499259.550372,499259.550372,499259.550372,499259.550372,499259.550372
256,1106713.158439,1106713.158439,1106713.158439,1106713.158439,1106713.158439,1106713.158439
4,772261.704458,772261.704458,772261.704458,772261.704458,772261.704458,772261.704458
2048,752209.154185,752209.154185,752209.154185,752209.154185,752209.154185,752209.154185
65536,2260366.705441,2260366.705441,2260366.705441,2260366.705441,2260366.705441,2260366.705441
32,526655.371004,526655.371004,526655.371004,526655.371004,526655.371004,526655.371004
8192,750734.077351,750734.077351,750734.077351,750734.077351,750734.077351,750734.077351
128,731597.773577,731597.773577,731597.773577,731597.773577,731597.773577,731597.773577
16,605451.618218,605451.618218,605451.618218,605451.618218,605451.618218,605451.618218
512,745759.388640,745759.388640,745759.388640,745759.388640,745759.388640,745759.388640
1024,949218.188331,949218.188331,949218.188331,949218.188331,949218.188331,949218.188331
32768,2467177.811013,2467177.811013,2467177.811013,2467177.811013,2467177.811013,2467177.811013
