frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,470227.887099,470227.887099,470227.887099,470227.887099,470227.887099,470227.887099
32768,1468777.925457,1468777.925457,1468777.925457,1468777.925457,1468777.925457,1468777.925457
4,405555.108853,405555.108853,405555.108853,405555.108853,405555.108853,405555.108853
32,412160.135593,412160.135593,412160.135593,412160.135593,412160.135593,412160.135593
16,716975.832235,716975.832235,716975.832235,716975.832235,716975.832235,716975.832235
256,747375.779119,747375.779119,747375.779119,747375.779119,747375.779119,747375.779119
64,891331.826110,891331.826110,891331.826110,891331.826110,891331.826110,891331.826110
2,886025.229027,886025.229027,886025.229027,886025.229027,886025.229027,886025.229027
128,908000.547680,908000.547680,908000.547680,908000.547680,908000.547680,908000.547680
512,1325541.814856,1325541.814856,1325541.814856,1325541.814856,1325541.814856,1325541.814856
8,702063.798895,702063.798895,702063.798895,702063.798895,702063.798895,702063.798895
1024,955412.440873,955412.440873,955412.440873,955412.440873,955412.440873,955412.440873
16384,2711445.735676,2711445.735676,2711445.735676,2711445.735676,2711445.735676,2711445.735676
8192,1909434.405678,1909434.405678,1909434.405678,1909434.405678,1909434.405678,1909434.405678
4096,2261596.906533,2261596.906533,2261596.906533,2261596.906533,2261596.906533,2261596.906533
2048,1622569.942496,1622569.942496,1622569.942496,1622569.942496,1622569.942496,1622569.942496
