frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16,387456.217329,387456.217329,387456.217329,387456.217329,387456.217329,387456.217329
4,230947.748889,230947.748889,230947.748889,230947.748889,230947.748889,230947.748889
16384,357542.507525,357542.507525,357542.507525,357542.507525,357542.507525,357542.507525
2,441496.276109,441496.276109,441496.276109,441496.276109,441496.276109,441496.276109
64,968500.999869,968500.999869,968500.999869,968500.999869,968500.999869,968500.999869
8,649420.919721,649420.919721,649420.919721,649420.919721,649420.919721,649420.919721
4096,1125597.438529,1125597.438529,1125597.438529,1125597.438529,1125597.438529,1125597.438529
128,886945.166410,886945.166410,886945.166410,886945.166410,886945.166410,886945.166410
32768,519868.739108,519868.739108,519868.739108,519868.739108,519868.739108,519868.739108
2048,1136993.470020,1136993.470020,1136993.470020,1136993.470020,1136993.470020,1136993.470020
32,803403.592974,803403.592974,803403.592974,803403.592974,803403.592974,803403.592974
65536,1154597.468661,1154597.468661,1154597.468661,1154597.468661,1154597.468661,1154597.468661
1024,1136358.444315,1136358.444315,1136358.444315,1136358.444315,1136358.444315,1136358.444315
256,1182428.184851,1182428.184851,1182428.184851,1182428.184851,1182428.184851,1182428.184851
512,1287126.776490,1287126.776490,1287126.776490,1287126.776490,1287126.776490,1287126.776490
8192,1718234.046140,1718234.046140,1718234.046140,1718234.046140,1718234.046140,1718234.046140
