frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,414019.693986,414019.693986,414019.693986,414019.693986,414019.693986,414019.693986
2,539970.135452,539970.135452,539970.135452,539970.135452,539970.135452,539970.135452
16,735956.639594,735956.639594,735956.639594,735956.639594,735956.639594,735956.639594
16384,2301734.694704,2301734.694704,2301734.694704,2301734.694704,2301734.694704,2301734.694704
64,669900.920595,669900.920595,669900.920595,669900.920595,669900.920595,669900.920595
32768,664384.028270,664384.028270,664384.028270,664384.028270,664384.028270,664384.028270
512,739406.300962,739406.300962,739406.300962,739406.300962,739406.300962,739406.300962
32,985652.174194,985652.174194,985652.174194,985652.174194,985652.174194,985652.174194
65536,323453.246029,323453.246029,323453.246029,323453.246029,323453.246029,323453.246029
8192,1188868.262191,1188868.262191,1188868.262191,1188868.262191,1188868.262191,1188868.262191
256,1134599.036454,1134599.036454,1134599.036454,1134599.036454,1134599.036454,1134599.036454
128,1032924.505742,1032924.505742,1032924.505742,1032924.505742,1032924.505742,1032924.505742
4096,2253731.714109,2253731.714109,2253731.714109,2253731.714109,2253731.714109,2253731.714109
2048,1212073.480040,1212073.480040,1212073.480040,1212073.480040,1212073.480040,1212073.480040
1024,1322784.348312,1322784.348312,1322784.348312,1322784.348312,1322784.348312,1322784.348312
4,531378.764191,531378.764191,531378.764191,531378.764191,531378.764191,531378.764191
