frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
256,446330.103960,446330.103960,446330.103960,446330.103960,446330.103960,446330.103960
2,177361.404203,177361.404203,177361.404203,177361.404203,177361.404203,177361.404203
32768,1142611.120468,1142611.120468,1142611.120468,1142611.120468,1142611.120468,1142611.120468
16,363342.046195,363342.046195,363342.046195,363342.046195,363342.046195,363342.046195
4,416772.629192,416772.629192,416772.629192,416772.629192,416772.629192,416772.629192
32,411706.764284,411706.764284,411706.764284,411706.764284,411706.764284,411706.764284
128,801148.801322,801148.801322,801148.801322,801148.801322,801148.801322,801148.801322
8,614046.498230,614046.498230,614046.498230,614046.498230,614046.498230,614046.498230
64,762518.134372,762518.134372,762518.134372,762518.134372,762518.134372,762518.134372
1024,894230.657697,894230.657697,894230.657697,894230.657697,894230.657697,894230.657697
2048,1766726.406171,1766726.406171,1766726.406171,1766726.406171,1766726.406171,1766726.406171
512,1449975.492725,1449975.492725,1449975.492725,1449975.492725,1449975.492725,1449975.492725
4096,2069878.063392,2069878.063392,2069878.063392,2069878.063392,2069878.063392,2069878.063392
8192,2527938.149509,2527938.149509,2527938.149509,2527938.149509,2527938.149509,2527938.149509
16384,3033458.993344,3033458.993344,3033458.993344,3033458.993344,3033458.993344,3033458.993344
65536,4648969.836214,4648969.836214,4648969.836214,4648969.836214,4648969.836214,4648969.836214
