frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,661814.031074,661814.031074,661814.031074,661814.031074,661814.031074,661814.031074
2,912044.079553,912044.079553,912044.079553,912044.079553,912044.079553,912044.079553
16384,867893.054313,867893.054313,867893.054313,867893.054313,867893.054313,867893.054313
64,1277953.816331,1277953.816331,1277953.816331,1277953.816331,1277953.816331,1277953.816331
128,941634.162712,941634.162712,941634.162712,941634.162712,941634.162712,941634.162712
4,639902.647034,639902.647034,639902.647034,639902.647034,639902.647034,639902.647034
512,1323023.097765,1323023.097765,1323023.097765,1323023.097765,1323023.097765,1323023.097765
32,947312.714335,947312.714335,947312.714335,947312.714335,947312.714335,947312.714335
16,690964.630280,690964.630280,690964.630280,690964.630280,690964.630280,690964.630280
256,875174.334079,875174.334079,875174.334079,875174.334079,875174.334079,875174.334079
8192,1633197.186994,1633197.186994,1633197.186994,1633197.186994,1633197.186994,1633197.186994
4096,1570686.628730,1570686.628730,1570686.628730,1570686.628730,1570686.628730,1570686.628730
2048,1627491.109114,1627491.109114,1627491.109114,1627491.109114,1627491.109114,1627491.109114
65536,1496064.429993,1496064.429993,1496064.429993,1496064.429993,1496064.429993,1496064.429993
32768,3302333.178061,3302333.178061,3302333.178061,3302333.178061,3302333.178061,3302333.178061
1024,2015491.880919,2015491.880919,2015491.880919,2015491.880919,2015491.880919,2015491.880919
