frequency,RFDynamic_njobs500_mode0_L2_norm_flow_time,RFDynamic_njobs500_mode1_L2_norm_flow_time,RFDynamic_njobs500_mode2_L2_norm_flow_time,RFDynamic_njobs500_mode4_L2_norm_flow_time,RFDynamic_njobs500_mode8_L2_norm_flow_time,RFDynamic_njobs500_mode16_L2_norm_flow_time,RFDynamic_njobs500_mode0_maximum_flow_time,RFDynamic_njobs500_mode1_maximum_flow_time,RFDynamic_njobs500_mode2_maximum_flow_time,RFDynamic_njobs500_mode4_maximum_flow_time,RFDynamic_njobs500_mode8_maximum_flow_time,RFDynamic_njobs500_mode16_maximum_flow_time
4,183347.186889,183347.186889,183347.186889,183347.186889,183347.186889,183347.186889,3597.000000,3597.000000,3597.000000,3597.000000,3597.000000,3597.000000
32,622179.148448,622179.148448,622179.148448,622179.148448,622179.148448,622179.148448,11432.000000,11432.000000,11432.000000,11432.000000,11432.000000,11432.000000
32768,789299.922486,789299.922486,789299.922486,789299.922486,789299.922486,789299.922486,17670.000000,17670.000000,17670.000000,17670.000000,17670.000000,17670.000000
1024,836563.426457,836563.426457,836563.426457,836563.426457,836563.426457,836563.426457,15370.000000,15370.000000,15370.000000,15370.000000,15370.000000,15370.000000
2,385681.424570,385681.424570,385681.424570,385681.424570,385681.424570,385681.424570,8713.000000,8713.000000,8713.000000,8713.000000,8713.000000,8713.000000
2048,273107.922745,273107.922745,273107.922745,273107.922745,273107.922745,273107.922745,6895.000000,6895.000000,6895.000000,6895.000000,6895.000000,6895.000000
128,1673640.473923,1673640.473923,1673640.473923,1673640.473923,1673640.473923,1673640.473923,27828.000000,27828.000000,27828.000000,27828.000000,27828.000000,27828.000000
8,993354.419220,993354.419220,993354.419220,993354.419220,993354.419220,993354.419220,17272.000000,17272.000000,17272.000000,17272.000000,17272.000000,17272.000000
16384,763796.584609,763796.584609,763796.584609,763796.584609,763796.584609,763796.584609,17293.000000,17293.000000,17293.000000,17293.000000,17293.000000,17293.000000
256,1098833.688973,1098833.688973,1098833.688973,1098833.688973,1098833.688973,1098833.688973,19896.000000,19896.000000,19896.000000,19896.000000,19896.000000,19896.000000
64,949292.147858,949292.147858,949292.147858,949292.147858,949292.147858,949292.147858,16034.000000,16034.000000,16034.000000,16034.000000,16034.000000,16034.000000
512,1611566.449576,1611566.449576,1611566.449576,1611566.449576,1611566.449576,1611566.449576,22922.000000,22922.000000,22922.000000,22922.000000,22922.000000,22922.000000
4096,1251205.505882,1251205.505882,1251205.505882,1251205.505882,1251205.505882,1251205.505882,19269.000000,19269.000000,19269.000000,19269.000000,19269.000000,19269.000000
16,778214.707078,778214.707078,778214.707078,778214.707078,778214.707078,778214.707078,15436.000000,15436.000000,15436.000000,15436.000000,15436.000000,15436.000000
8192,1541197.705670,1541197.705670,1541197.705670,1541197.705670,1541197.705670,1541197.705670,29318.000000,29318.000000,29318.000000,29318.000000,29318.000000,29318.000000
65536,2697316.985067,2697316.985067,2697316.985067,2697316.985067,2697316.985067,2697316.985067,36205.000000,36205.000000,36205.000000,36205.000000,36205.000000,36205.000000
