frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,2196209.761574,2196209.761574,2196209.761574,2196209.761574,2196209.761574,2196209.761574
128,789247.642818,789247.642818,789247.642818,789247.642818,789247.642818,789247.642818
2,258674.181373,258674.181373,258674.181373,258674.181373,258674.181373,258674.181373
32,616823.571410,616823.571410,616823.571410,616823.571410,616823.571410,616823.571410
32768,1330170.319788,1330170.319788,1330170.319788,1330170.319788,1330170.319788,1330170.319788
512,1222550.954736,1222550.954736,1222550.954736,1222550.954736,1222550.954736,1222550.954736
64,1280379.769202,1280379.769202,1280379.769202,1280379.769202,1280379.769202,1280379.769202
4,640244.139714,640244.139714,640244.139714,640244.139714,640244.139714,640244.139714
8,613929.551154,613929.551154,613929.551154,613929.551154,613929.551154,613929.551154
16,842555.178647,842555.178647,842555.178647,842555.178647,842555.178647,842555.178647
256,1544509.379138,1544509.379138,1544509.379138,1544509.379138,1544509.379138,1544509.379138
2048,1223795.673116,1223795.673116,1223795.673116,1223795.673116,1223795.673116,1223795.673116
4096,1567062.818494,1567062.818494,1567062.818494,1567062.818494,1567062.818494,1567062.818494
1024,1399517.235652,1399517.235652,1399517.235652,1399517.235652,1399517.235652,1399517.235652
8192,1493398.256792,1493398.256792,1493398.256792,1493398.256792,1493398.256792,1493398.256792
16384,1752869.740940,1752869.740940,1752869.740940,1752869.740940,1752869.740940,1752869.740940
