frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,589168.623254,589168.623254,589168.623254,589168.623254,589168.623254,589168.623254
2048,1444952.512078,1444952.512078,1444952.512078,1444952.512078,1444952.512078,1444952.512078
1024,1097876.803246,1097876.803246,1097876.803246,1097876.803246,1097876.803246,1097876.803246
8,375140.320191,375140.320191,375140.320191,375140.320191,375140.320191,375140.320191
4096,580963.962689,580963.962689,580963.962689,580963.962689,580963.962689,580963.962689
16,783386.505751,783386.505751,783386.505751,783386.505751,783386.505751,783386.505751
64,1092661.240889,1092661.240889,1092661.240889,1092661.240889,1092661.240889,1092661.240889
32,751869.968378,751869.968378,751869.968378,751869.968378,751869.968378,751869.968378
4,497285.915703,497285.915703,497285.915703,497285.915703,497285.915703,497285.915703
8192,951305.186497,951305.186497,951305.186497,951305.186497,951305.186497,951305.186497
512,1220227.410429,1220227.410429,1220227.410429,1220227.410429,1220227.410429,1220227.410429
128,994057.797941,994057.797941,994057.797941,994057.797941,994057.797941,994057.797941
16384,1710083.219893,1710083.219893,1710083.219893,1710083.219893,1710083.219893,1710083.219893
256,1070680.899980,1070680.899980,1070680.899980,1070680.899980,1070680.899980,1070680.899980
32768,2718873.730330,2718873.730330,2718873.730330,2718873.730330,2718873.730330,2718873.730330
65536,3739525.529831,3739525.529831,3739525.529831,3739525.529831,3739525.529831,3739525.529831
