frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5995443.549111,297289.000000,46885.922738
4,4308490.333103,266955.000000,109.183332
8,5579871.139957,258681.000000,2049.464564
16,6676499.960953,300897.000000,182931.017728
32,6488462.694056,294987.000000,298166.637948
64,7247911.608565,302798.000000,111616.180601
128,7526832.713623,301607.000000,229354.979192
256,8101045.965448,301909.000000,97349.144639
512,8866743.177361,301419.000000,628208.665376
1024,8284682.782438,290672.000000,1698360.806714
2048,7067399.497972,305024.000000,1377798.595797
4096,2379459.694681,148218.000000,868217.620267
8192,4084315.496508,188547.000000,1920747.229156
16384,5486067.572619,304671.000000,1726093.592562
32768,6157934.759954,246673.000000,2845357.254132
65536,7804186.550340,299405.000000,0.000000
