frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6052350.146408,296828.000000,194082.966736
4,5437876.297130,284901.000000,243.561081
8,4827304.870968,282737.000000,123713.426846
16,6497341.928374,302145.000000,60633.086685
32,7143857.217169,290616.000000,120950.547068
64,7584012.047262,302767.000000,180372.429504
128,7603817.574209,306219.000000,511244.144418
256,7654739.236132,297873.000000,193666.786102
512,7674634.302772,302768.000000,645281.849139
1024,6865215.669568,299657.000000,1087551.602089
2048,7370638.113740,300161.000000,2000583.528297
4096,6559468.756910,256786.000000,1400546.572442
8192,1888985.479338,101498.000000,751280.301957
16384,3350011.797441,173653.000000,1120654.162781
32768,8325842.824863,291303.000000,4867662.906806
65536,2898916.302276,137087.000000,2657101.427942
