frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1164935.497136,111548.000000,0.000000
4,5039968.295483,300492.000000,0.000000
8,3157322.567464,272643.000000,0.000000
16,4544116.151722,296776.000000,0.000000
32,6859224.110851,296059.000000,0.000000
64,8165600.502783,303301.000000,0.000000
128,7699828.757984,302042.000000,0.000000
256,8262551.928796,304373.000000,0.000000
512,6638049.456984,273871.000000,0.000000
1024,7422046.720083,268583.000000,0.000000
2048,8351301.154689,305800.000000,0.000000
4096,6915974.389899,305110.000000,0.000000
8192,7339252.491264,282909.000000,0.000000
16384,4257528.342717,181750.000000,0.000000
32768,11091503.513234,303429.000000,0.000000
65536,3602675.573142,152487.000000,0.000000
