frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2914036.791145,172458.000000,0.000000
4,3611721.705130,297948.000000,0.000000
8,5278059.524637,302625.000000,0.000000
16,6560618.871154,282398.000000,0.000000
32,8315462.273423,300048.000000,0.000000
64,6340117.710559,302356.000000,0.000000
128,7607235.392860,301471.000000,0.000000
256,8866864.414166,302468.000000,0.000000
512,5451164.158917,238425.000000,0.000000
1024,6494280.460357,294159.000000,0.000000
2048,7990568.323823,300201.000000,0.000000
4096,7827230.840476,287241.000000,0.000000
8192,9245948.791429,304453.000000,0.000000
16384,2157258.635421,123943.000000,0.000000
32768,3974443.290093,152278.000000,0.000000
65536,9282748.656678,243811.000000,0.000000
