frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6362276.990241,276102.000000,55850.176061
4,4936947.276351,301874.000000,188104.000848
8,5626084.159740,301047.000000,26570.278301
16,5722121.970364,298978.000000,44944.400808
32,6424350.081510,265896.000000,68714.362851
64,6910405.014786,302108.000000,124084.379448
128,7707724.785726,299264.000000,542160.886658
256,8068354.851553,303067.000000,634584.669245
512,6919049.331277,298867.000000,1112676.810791
1024,9111765.471707,298960.000000,2138385.263030
2048,9550727.557950,303670.000000,847884.654652
4096,9754671.561650,303463.000000,1029611.226551
8192,5038052.918698,304067.000000,1498798.565862
16384,8664953.542446,303596.000000,5185408.548520
32768,4668987.869179,185367.000000,1881179.146011
65536,6558630.460286,246877.000000,2590294.650515
