frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5478431.829963,284544.000000,310.885831
4,6278977.900634,300801.000000,241399.043892
8,6275101.283069,299169.000000,75.246262
16,5627454.496566,286798.000000,4906.128718
32,6906461.211664,301201.000000,439250.486912
64,7535150.816568,306416.000000,90494.008122
128,7259675.005420,304313.000000,352551.036044
256,6940868.895133,284384.000000,926233.506988
512,7173437.981116,303928.000000,1025058.925134
1024,6514366.892367,303478.000000,1076062.145492
2048,3953423.238754,247193.000000,287515.663106
4096,7881786.690827,303886.000000,1876551.614879
8192,6551378.080521,222555.000000,2163524.415212
16384,4402447.734690,201866.000000,667295.357872
32768,10363404.139334,305712.000000,4286600.196787
65536,3196256.187321,185727.000000,0.000000
