frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4534761.313839,295974.000000,0.000000
4,3837009.930517,300029.000000,0.000000
8,2560807.240269,159631.000000,0.000000
16,6052520.522548,304301.000000,0.000000
32,5777146.946500,301678.000000,0.000000
64,6383896.407853,278633.000000,0.000000
128,8041013.904305,304546.000000,0.000000
256,7875737.199590,301509.000000,0.000000
512,7907807.931076,303620.000000,0.000000
1024,8728618.311194,296447.000000,0.000000
2048,6871178.353557,299328.000000,0.000000
4096,7577015.822062,294616.000000,0.000000
8192,3301517.015531,202874.000000,0.000000
16384,9386463.558001,288090.000000,0.000000
32768,6097274.887657,222132.000000,0.000000
65536,7069494.599065,240435.000000,0.000000
