frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3652492.332432,305778.000000,4163.813757
4,2275821.965788,234667.000000,318.883991
8,3722045.097534,241866.000000,199007.068116
16,5732475.113777,293141.000000,180.136060
32,6842125.078418,300141.000000,242895.215822
64,6511606.836635,289795.000000,389466.118530
128,6135029.924892,302794.000000,467647.215699
256,7777277.079615,306288.000000,466421.886046
512,7521700.344434,302200.000000,928630.731117
1024,7977834.948412,298829.000000,882991.693460
2048,6686601.462153,273158.000000,1820475.369041
4096,8249039.421191,299464.000000,4401924.554681
8192,9414559.172849,300813.000000,1126118.438384
16384,5577645.295812,296209.000000,850136.114173
32768,6851385.597054,278760.000000,3704931.307348
65536,7429265.054490,307469.000000,6105557.649153
