frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3776277.552169,292472.000000,137608.147103
4,3797176.647617,306070.000000,288297.391761
8,5356556.557922,286402.000000,121459.389122
16,5224363.172702,256417.000000,205322.297866
32,6473073.586629,304755.000000,57709.608177
64,6066855.338135,292442.000000,40330.103161
128,7388115.804081,303341.000000,40286.661937
256,5812062.545112,306298.000000,325219.913193
512,6970897.404013,300958.000000,337151.811340
1024,7186812.911603,306257.000000,522867.843437
2048,7230117.269517,303381.000000,1666012.521983
4096,2476755.559994,118563.000000,1253741.640776
8192,2267799.690758,121920.000000,315132.643883
16384,7732979.166730,246100.000000,3173216.474998
32768,7397851.560708,282590.000000,1789223.346922
65536,5313196.438641,243908.000000,4275854.961003
