frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3035869.159880,205547.000000,0.000000
4,5804841.767133,278707.000000,0.000000
8,3397091.833159,229282.000000,0.000000
16,6085045.720603,297959.000000,0.000000
32,6147598.656236,276203.000000,0.000000
64,3614307.238657,276588.000000,0.000000
128,6333164.470553,302347.000000,0.000000
256,2822199.856567,151920.000000,0.000000
512,8732188.584588,303344.000000,0.000000
1024,7634372.653350,304802.000000,0.000000
2048,6916793.863806,303420.000000,0.000000
4096,8102614.183304,259398.000000,0.000000
8192,8902242.947068,304052.000000,0.000000
16384,8135373.251203,265440.000000,0.000000
32768,7157495.083888,252577.000000,0.000000
65536,9559905.529915,301405.000000,0.000000
