frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3907774.198690,303570.000000,281642.665200
4,5236094.057128,274360.000000,30567.213203
8,5881130.737894,292396.000000,49782.124694
16,4818916.031230,296749.000000,106957.779250
32,6361886.351215,299167.000000,31570.729814
64,8101891.401441,292984.000000,332522.664718
128,8524046.382226,300518.000000,408603.848521
256,8725770.445370,305387.000000,876043.084939
512,4910159.220176,298858.000000,453358.612073
1024,6769347.750747,284437.000000,1561386.770113
2048,7308470.186310,291504.000000,507086.629506
4096,7160818.059486,304560.000000,2304954.350844
8192,10087680.827435,302187.000000,1073514.833900
16384,5417489.277099,188167.000000,4659729.478393
32768,1562962.276201,135024.000000,894677.800752
65536,12566482.715824,304527.000000,10010962.236728
