frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5737102.794869,298291.000000,356.833294
4,5360085.315319,289892.000000,154438.002914
8,6981618.536213,300264.000000,308.928794
16,2956885.857388,304207.000000,11338.537031
32,6047712.680938,284884.000000,250019.997670
64,6838323.878704,303142.000000,397867.173726
128,6414120.127949,298698.000000,102514.501696
256,7125086.535947,303269.000000,338633.860774
512,7225173.014594,292936.000000,781972.216652
1024,4966037.327474,255558.000000,944480.229636
2048,6963763.149124,298992.000000,687423.511397
4096,8174348.436562,305804.000000,2676440.347057
8192,4118726.026066,288602.000000,1528181.787253
16384,7414655.311058,244483.000000,1840466.618853
32768,4463507.957410,203420.000000,1512542.325859
65536,9047731.609609,250222.000000,8713507.180192
